make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Toyota,Yaris,2022,4050000,28000,Petrol,Manual,"salam everyone
its toyota yaris 1.3 manual 
white colour 
isb number
bumper to bumper geniune
first owner
28000 driven 
car is just like brand new condition used under army officer
asking price is 4050 already reason able minor negotiable on spot 
only serious buyers contact thanks",https://images.olx.com.pk/thumbnails/403571422-800x600.jpeg,None,kaggle_2079
Suzuki,Wagon R,2017,1925000,85000,Petrol,Manual,"I want to sale my wagnor car any interested person contact me 
Second owner 
Interior totally Janion 
Exterior roof & pillar Janion 
Door minor touch up
No Mechanical work required only buy & Drive
",https://images.olx.com.pk/thumbnails/413226943-800x600.jpeg,None,kaggle_2080
Daihatsu,Cuore,2009,1000000,1234,Petrol,Manual,coure 2009 all ok in condition 5th owner jo bhai interested ha call kr sakta no message no ya on ha ,https://images.olx.com.pk/thumbnails/414736408-800x600.jpeg,None,kaggle_2081
Daihatsu,Mira,2007,1750000,111000,Petrol,Automatic,"Original Smart Card
on my name
lifetime token paid
inner genuine
outer roof pillers doors trunk genuine rest fender and bonut shower non accidental 
Dunlop tyres
engine a1 first class
lcd back camera
automatic
average 22 23 
ac heater working
exchange possible with good options",https://images.olx.com.pk/thumbnails/410966694-800x600.jpeg,None,kaggle_2082
Honda,City Aspire,2020,4000000,74000,Petrol,Automatic,"I am selling honda city aspire 1.5
Automatic miner touchup fully optional all punjab number white colour 10/10 condition 
Biometric available exchange possible
",https://images.olx.com.pk/thumbnails/412389679-800x600.jpeg,None,kaggle_2083
Honda,City Ivtec,2017,3850000,32700,Petrol,Automatic,"Model 2017
Registered Islamabad
Original Documents 
First Owner
Bumper to Bumper Totally Genuine 
Non Accidental Car 
Only 33000 Driven in Pakistan 
Engine, Suspension, Transmission 100%  
Tyres condition good
Leatheroid seat covers
Leatheroid flooring  
Complete service & maintenance history available
Smart Card 
Not a Single Work Required in Car
Just Buy and Enjoy Smooth Drive 
Highly Recommended Car 
Only Serious Buyers should contact
Price is Little Bit Negotiable(0332/056/11/73)",https://images.olx.com.pk/thumbnails/413237805-800x600.jpeg,None,kaggle_2084
Suzuki,Alto,2022,2495000,23500,Petrol,Manual,totally genuine   life time token paid . Everything is in fine working condition,https://images.olx.com.pk/thumbnails/414024651-800x600.jpeg,None,kaggle_2085
Suzuki,Baleno,2005,1130000,250000,Petrol,Manual,Home Use Care Lush condition Inner Full Genuine Outer Touching  All worke Done good Fuel Average Alloy Rims Apeakrs LCD Back Camera Installed,https://images.olx.com.pk/thumbnails/413011361-800x600.jpeg,None,kaggle_2086
Suzuki,Mehran Vxr,2015,945000,123456,Petrol,Manual,"Suzuki Mehran 2015
VXR
mechanically perfect
new tyres
complete documents
lifetime tokens paid
Price slightly negotiable",https://images.olx.com.pk/thumbnails/368711197-800x600.jpeg,None,kaggle_2087
Honda,Civic Oriel,2004,1400000,10000,Petrol,Automatic,only buy and drive no work at all,https://images.olx.com.pk/thumbnails/409744851-800x600.jpeg,None,kaggle_2088
Honda,City Ivtec,2021,4080000,37500,Petrol,Manual,"Total Jeniune Paint
new tyres installed 
Poshish,Matting installed 
Stapni unused
Location :Pattoki City",https://images.olx.com.pk/thumbnails/412377326-800x600.jpeg,None,kaggle_2089
Suzuki,Mehran Vxr,2008,660000,95000,Petrol,Manual,bashir se compound shower for fresh look lush push andar Sy total genuine mukammal seelo mein piller genuine engine 100 % suspension 100% Tyre 100% new instal . gardi mein 1 rupy ka kam nahi hony wala bio metric moqy par all documents clear life time tokan shoke Sy rakhi hai for home use need money is Lia sell kr raha hu warna dil nahi man raha kio k dobara easi milni nahi for details plz cal 03bai 8so pora 83 double 1 ,https://images.olx.com.pk/thumbnails/414291352-800x600.jpeg,None,kaggle_2090
Honda,City Ivtec,2017,2995000,93000,Petrol,Manual,"Honda City October 2017 Manual in Excellent 100% Orignal Scratchless Mint Condition , Done 93000 KM, Throughout Petrol , Single handed driven by Company Executive. Only Serious Buyers.",https://images.olx.com.pk/thumbnails/413827757-800x600.jpeg,None,kaggle_2091
Honda,City Aspire,2018,3090000,56000,Petrol,Manual,Selling my Honda city aspire manual transmission side tochups some due to scratch inner genuine neat and clean car first owner Android installed new battery new tyres installed recently each and every thing clear can I kept with care as seen in pics interested just call here ,https://images.olx.com.pk/thumbnails/406817850-800x600.jpeg,None,kaggle_2092
Daihatsu,Mira,2013,2125000,150000,Petrol,Automatic,"mira 2013/17
2nd owner
own powerfull engine
chilled ac
perfect suspension 
like brand new scratch less condition inside out
no work required",https://images.olx.com.pk/thumbnails/409613703-800x600.jpeg,None,kaggle_2093
Honda,Civic Prosmetic,2006,1790000,107525,Petrol,Automatic,"Salam
I am sellling my Honda civic reborn 2006 in lush condition 
documents original registerd on my name 
neat nd cleans interior nd exterior 
chat pillar nd some pieces genuine 
non accidental 
iner seal to seal pack 
pick 100 %
engine 100%
alloy rim imported 
tyre new 

thnx",https://images.olx.com.pk/thumbnails/414909188-800x600.jpeg,None,kaggle_2094
Suzuki,Swift,2012,1600000,95000,Petrol,Manual,"Non Accidental Car
Engine and Suspension Fine
Central Locking
Power Windows
Power Steering
ABS Brake
Alloy Rims
Original Documents
just Buy and Drive",https://images.olx.com.pk/thumbnails/412829987-800x600.jpeg,None,kaggle_2095
Suzuki,Every,2014,1300000,170000,Petrol,Automatic,nat want work only by and ueas,https://images.olx.com.pk/thumbnails/412019295-800x600.jpeg,None,kaggle_2096
Honda,City Ivtec,2019,3620000,100000,Petrol,Manual,"A very well maintained car
Excellent condition, Neat nd clean car
New tyres installed 
Total Genuine car,1st owner
Just buy nd drive",https://images.olx.com.pk/thumbnails/414026758-800x600.jpeg,None,kaggle_2097
Chevrolet,Exclusive,2005,775000,93000,Petrol,Manual,"""Chevrolet Exclusive"" L. S CBU (Complete Built Unit) by Korea
*My car is in emmaculate condition
*Scratch less body just like brand new car
*Soundless Engine and suspension
*Water throwing Engine (15-18km/ltr average)
*Leather seats installed from company
""Brand new Chinese tyres installed
*Ac compressor is not working
*Heater is working perfectly fine
*Minor line on the right side of screen but 
 no issue in vision
*Sides recently showered for neat look
*Inside totally sealed and geniune 
*Complete orignal import file available
*On my name transfer (Lifetime tokens)
*Spareparts easily available in market in cheap prices
*Serious buyer can call for further information.",https://images.olx.com.pk/thumbnails/409821548-800x600.jpeg,None,kaggle_2098
Daihatsu,Mira,2011,2200000,115000,Petrol,Automatic,"Daihatsu Mira G key 
Model 2011
Registration 2015
Only one piece touch up 
1st owner 
Family used car
Adjustable seats
Baaki details k liye call karein 
visit any time",https://images.olx.com.pk/thumbnails/411043748-800x600.jpeg,None,kaggle_2099
Hyundai,Santro,2004,1000000,155000,Petrol,Manual,"Santro 2004 modal exactive,
AC working okay
FM working okay
Tire yokohama
Documents completed with file and smart card
Heater no working
Diggi, bonat and chat genuine rest shower
Fabric seats
Engion 85-90%
Power stearing 
Front two doors auto 
Central locking",https://images.olx.com.pk/thumbnails/415271500-800x600.jpeg,None,kaggle_2100
Daihatsu,Hijet,2016,1290000,113000,Petrol,Manual,"smooth in drive new alloys wheels and tyre 8 ply installed
10 inches LCD panel 
4 speakers
good for family home use . 

just buy and drive .",https://images.olx.com.pk/thumbnails/388040476-800x600.jpeg,None,kaggle_2101
Toyota,Corrolla Altis,2013,2350000,172000,Petrol,Manual,Home used car suspension 100% A. C chill non accident inside genuine outside full Shower engine genuine company petrol Tyres 50%,https://images.olx.com.pk/thumbnails/412161248-800x600.jpeg,None,kaggle_2102
Mitsubishi,Lancer,2005,1250000,100000,Petrol,Manual,Chat digi bont piler orignle ha no exdent tyer new engen new 2005 model. ha lance watsap namber ,https://images.olx.com.pk/thumbnails/402836294-800x600.jpeg,None,kaggle_2103
Honda,City Vario,2021,4200000,27000,Petrol,Manual,"Honda city 1.2 m/t 2021  Alloy rims , expensive seat covers installed, Automatic retractable mirrors installed, just buy and drive",https://images.olx.com.pk/thumbnails/413056166-800x600.jpeg,None,kaggle_2104
Daihatsu,Mira,2015,2250000,103000,Petrol,Automatic,Daihatsu Mira 2015 register 2017 good condition complete documents good engine suspension,https://images.olx.com.pk/thumbnails/414983762-800x600.jpeg,None,kaggle_2105
Hyundai,Santro,2004,880000,130000,Petrol,Manual,Santro in Good Condition,https://images.olx.com.pk/thumbnails/413835281-800x600.jpeg,None,kaggle_2106
Toyota,Corolla Xli,2010,1800000,12345,Petrol,Manual,urgent sale Toyota Corolla xli office use no main accident chat pallar original sides showers new betry new try,https://images.olx.com.pk/thumbnails/413432456-800x600.jpeg,None,kaggle_2107
Changan,Karvaan,2020,2350000,85000,Petrol,Manual,"I am selling my Karwan used like a new,No work required just buy and drive",https://images.olx.com.pk/thumbnails/411849351-800x600.jpeg,None,kaggle_2108
Suzuki,Alto,2008,1020000,200000,Cng,Manual,Suzuki VXR Model 2008,https://images.olx.com.pk/thumbnails/413776826-800x600.jpeg,None,kaggle_2109
Daihatsu,Hijet,2016,1210000,200000,Petrol,Manual,Japan 2010 and Pakistan 2016 Total genuine body except half diggi and both bumpers spreyed. recently all suspension work done new qabli 13 inches tyres and alloy rims very good and smooth drive and excellent fuel average much better than bolan. All documents origional and complete my own name.  price almost final.,https://images.olx.com.pk/thumbnails/388380139-800x600.jpeg,None,kaggle_2110
Mitsubishi,Minica,2014,1200000,150000,Petrol,Automatic,"I am a selling a 2 door Mitsubishi Manica car. 
16-18KM/L. 
Ac is perfect ok , suspension perfect smart card and original documents are available. 
if you want to buy just text me. 
or call me on ",https://images.olx.com.pk/thumbnails/366448703-800x600.jpeg,None,kaggle_2111
Honda,Civic Prosmetic,2011,2500000,88000,Petrol,Automatic,its a good car family used 2 piece minor touching engine suspension gear 100% electric steering recently installed lahore registered not a single fault fully modified price little bit negotiable just buy and enjoy,https://images.olx.com.pk/thumbnails/413377314-800x600.jpeg,None,kaggle_2112
Suzuki,Wagon R,2022,2700000,36000,Petrol,Manual,2022 model 2023 registered urgent sale,https://images.olx.com.pk/thumbnails/414555395-800x600.jpeg,None,kaggle_2113
Mitsubishi,Lancer,2004,1185000,300000,Petrol,Manual,"selling mitsubishi lancer in good condition 
inner total genuine 
outer showered 
water throwing 
mechanical ok 
ac heater working 
central locking 
good fuel average 
tyres good condition 
alloy rims

no olx chat only calls

location g-13 and i-10",https://images.olx.com.pk/thumbnails/414130220-800x600.jpeg,None,kaggle_2114
Mitsubishi,Lancer,2005,1260000,152000,Petrol,Automatic,"Totally maintain
no work required 
very reasonable prize 
 urgent sale.",https://images.olx.com.pk/thumbnails/415077608-800x600.jpeg,None,kaggle_2115
Honda,City Idsi,2007,1650000,200000,Petrol,Manual,"2007 model 
Red color
Islamabad number
biometric",https://images.olx.com.pk/thumbnails/414471064-800x600.jpeg,None,kaggle_2116
Honda,City Aspire,2015,3130000,86000,Petrol,Automatic,"A well maintained car under use of an officer as second car for sale in mint condition. 
Never got into accident. 
Full file available. 
No work required, just buy and drive. 
Aspire 1.3 Automatic 
86000 mileage. 
Price will be finalized on spot not on call. 
biometric on spot
transfer must
2 keys",https://images.olx.com.pk/thumbnails/413506360-800x600.jpeg,None,kaggle_2117
Faw,X-Pv,2018,1650000,125000,Petrol,Manual,urgent sale ==========,https://images.olx.com.pk/thumbnails/413786500-800x600.jpeg,None,kaggle_2118
Honda,City Ivtec,2017,4000000,83000,Petrol,Manual,Honda City Like New For Sale,https://images.olx.com.pk/thumbnails/413814459-800x600.jpeg,None,kaggle_2119
Honda,Civic Exi,2002,1080000,103000,Petrol,Manual,"Beautiful car honda city exi ladies driven by ladies used since 07 years
Beautiful car model 2002
Beautiful car Islamabad registerd
Its on my name
Beautiful car colour golden
Beautiful car out sied sprey in sied jeniun 100 percent
Beautiful car no majour or minor accident
Beautiful car engine 100 percent
Beautiful car suspension 100 percent
Beautiful car tayer 100 percent
Beautiful car interior well decorated
Beautiful car Chill Ac heater working
Beautiful car power stering working
Beautiful car look & drive brand new zero meter car
Beautiful car no any penny work required just buy nd drive
Beautiful car urgent saling throwing invester price",https://images.olx.com.pk/thumbnails/414347881-800x600.jpeg,None,kaggle_2120
Honda,City Ivtec,2015,3200000,115000,Petrol,Automatic,"Total genuine body 100%
New tyers installed 80%
Automatic Transmission 
Black Leather seats 
Lahore Register 
Original document 
smart card available 
price will be negotiable at the spot
Owned by WAPDA Officer",https://images.olx.com.pk/thumbnails/414040271-800x600.jpeg,None,kaggle_2121
Honda,Civic Oriel,2014,3550000,94000,Petrol,Automatic,civic 14 model neat and clean home use car side touching hai is wajah se shower ki thi gari mare Apne name par hai home use hai. chat bonut dige room apni seals ma hai new tyre hai mechanikal bohat achi hai,https://images.olx.com.pk/thumbnails/414889998-800x600.jpeg,None,kaggle_2122
Daihatsu,Cuore,2007,800000,100000,Petrol,Manual,"coure model 2007/08
ac in chill  working position with dude compressor 
chat ,digi jenuine, outer shower, inner jenuine
dashboard original and clean ,
non accident
CNG kit installed On LPG good avg. 
25 se 30 avg on Gas kit
just buy and Run
family car.",https://images.olx.com.pk/thumbnails/411583984-800x600.jpeg,None,kaggle_2123
Daihatsu,Cuore,2012,1200000,123456,Petrol,Automatic,"Daihatsu Cuore 
Ecomatic 
Factory CNG 
Factory A/C
Model 2012
Redwine colour 
Alloy rims 
Android Panel",https://images.olx.com.pk/thumbnails/412409027-800x600.jpeg,None,kaggle_2124
Honda,City Ivtec,2017,2970000,36000,Petrol,Manual,"bumber to bumper orignal 
non accidental 100% 
first owner car 
maintained through out dealer ship 
transfer must",https://images.olx.com.pk/thumbnails/400459180-800x600.jpeg,None,kaggle_2125
Honda,City Ivtec,2013,2700000,123456,Petrol,Automatic,final. price honda city model. 2013,https://images.olx.com.pk/thumbnails/415079403-800x600.jpeg,None,kaggle_2126
Mitsubishi,Minica,2013,1200000,100000,Petrol,Manual,call for detail ,https://images.olx.com.pk/thumbnails/391992661-800x600.jpeg,None,kaggle_2127
Honda,City Ivtec,2015,2950000,123456,Petrol,Manual,"Honda City 2015
white color
Islamabad register
smart card
bio matric available
everything is in ok condition
seal by seal
two pieces touching
no sms
call  ",https://images.olx.com.pk/thumbnails/413999314-800x600.jpeg,None,kaggle_2128
Suzuki,Mehran Vxr,2006,780000,320000,Petrol,Manual,gari my 1rupy ka b kam nahi hy andar sy total genuine bhr sy touching pehly ayain gari dekhyn or phr offer dyn & fazool log msg na kryn shukria. . .,https://images.olx.com.pk/thumbnails/413052172-800x600.jpeg,None,kaggle_2129
Mercedes,C Class,2004,2900000,111112,Petrol,Automatic,2004 model Mercedes Benz C200 Kompressor for sale car condition just like fresh har trha sy ok hy no error 100% ok tyre 80% engine 100% suspension 75% all ok,https://images.olx.com.pk/thumbnails/414232528-800x600.jpeg,None,kaggle_2130
Suzuki,Swift,2014,1750000,250000,Petrol,Manual,"Non accidented 
very good condition 
home driven
All original documents with smart card",https://images.olx.com.pk/thumbnails/413980341-800x600.jpeg,None,kaggle_2131
Hyundai,Santro,2005,965000,100000,Petrol,Manual,"Santro Hyundai Executive car 2005 Model for sale self start. In Perfect condition Body ke kuch peace shower hai baki original hai. kept with care
All Original Papers Available
And smart card Available
Power Steering power window
Front nd back Speakers
Music system is installed
Rims tyre install good condition
Fog light install
Just Buy and Drive
Chilled AC
Excellent Fuel Average
Engine condition good
Family Driven
Not any Fault. Perfect condition
Modified sports look
Serious buyer contact us only call
Chaska party dur rahe
Thank you. .",https://images.olx.com.pk/thumbnails/394556940-800x600.jpeg,None,kaggle_2132
